age,agebucket,bookingplatform,booklongname,bookshortname,boref,botimestamp,boversion,business,businesstimezone,cancellationcashinstructionstatus,cancellationstockinstructionstatus,cashopenamt,cptyaccountingtype,cptyshortname,cusip,denominationcurrencycode,diarybotimestamp,diarycategory,diaryfailedreasoncode,diarynarrative,diaryupdatedby,direction,entityshortname,entitytype,faileddays,failedreason,forefnonunique,fullcashsettlementdate,fullinstrumentsettlementdate,fullsettlementdate,generalnarrative,instrumentname,instrumenttype,instrumenttypelevel2,instrumenttypelevel3,integrationstatus,isenriched,isin,isinternalsettlement,isinternaltrade,ismarketfacing,istradeactive,latestfailstatusactivity,market,marketoftrade,matchingstatus,modificationtimestamp,netconsiderationinbasecurrency,netconsiderationinbasecurrencyamount,opensettlementamt,opentradedquantity,operation,origin,ourdepot,ourdepotaccount,ournostro,ournostroaccount,parent,pbflow,pcs_cptyssi,pcs_entitydepotnostroacc,pcs_entityssi,pis_cptyssi,pis_entitydepotnostroacc,pis_entityssi,placeofsafekeeping,pricashoriginalamt,principal,priorityindicator,pristockoriginalamt,quantity,reportinterval,seccashoriginalamt,secstockoriginalamt,sedol,settbiccode,settdenominationamount,settdenominationcurrencycode,settlementamount,settlementconvention,settlementcurrencycode,settlementdepotcountry,settlementstatus,settlementterms,settlementtimestamp,settlementtype,stockdirection,stockinstructionexternalreason,stockinstructionexternalreasontype,stockinstructionexternalstatus,stockinstructionexternalstatustype,stockinstructionformat,stockinstructionnarrative,stockinstructionstatus,stockisacknowledged,stockopenamt,stockoperationalgroup,summarysettlementstatus,swiftcashreceiveref,swiftcashref,swiftdeliverref,swiftreceiveref,taskaction,taskage,taskbotimestamp,taskcreatedate,taskdescription,taskduedate,taskid,taskmodificationtimestamp,taskrole,taskstatus,tasktype,theirdepot,theirdepotaccount,theirnostro,theirnostroaccount,tradecategory,tradedate,tradedcurrencycode,tradedprice,tradereason,tradername,tradestate,tradestatus,tradesubtype,tradetimestamp,tradetype,tradetypecategory,updatedby,updateddatetime,valuedate
null,null,iRepo,null,null,00000000000494109454,31:00.0,2,FI Financing,Europe/London,null,null,677452.56,InternalCounterparty,BCSL-PB-Jane Street,null,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,null,null,3MYKAT,null,null,null,null,ENIIM 0 3/8 06/14/28,Debt,null,null,Verify,TRUE,XS2344735811,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,32:22.0,GBP,-587607.39,677452.56,800000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494100134,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,677452.56,677452.56,null,800000,800000,null,null,null,BM91N86,ZYAFGB30XXX,0,EUR,677452.56,ItalyDebt,EUR,LU,Pending,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,800000,ICSDFI,Open,null,null,null,null,EscalatedToImminent,null,00:04.0,33:15.0,SWIFT Verification,59:59.0,27526,00:12.0,720_EMEA_FI_VERIF,Open,SWIFTVerification,null,21057,null,21057,Financing,00:00.0,EUR,84.68157,null,null,NotNetted,Amend,StockVsCashCollateral,59:00.0,StockLoanCloseStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,null,null,00000000000494109464,31:00.0,2,FI Financing,Europe/London,null,null,467754.5,InternalCounterparty,BCSL-PB-Jane Street,null,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,null,null,3MYKDD,null,null,null,null,ABNANV 2 3/8 06/01/27,Debt,null,null,Verify,TRUE,XS2487054004,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,32:21.0,GBP,-405719.92,467754.5,500000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494098132,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,467754.5,467754.5,null,500000,500000,null,null,null,BN46WY2,ZYAFGB30XXX,0,EUR,467754.5,NetherlandsDebt,EUR,LU,Pending,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,500000,ICSDFI,Open,null,null,null,null,EscalatedToImminent,null,00:04.0,33:15.0,SWIFT Verification,59:59.0,27518,00:11.0,720_EMEA_FI_VERIF,Open,SWIFTVerification,null,21057,null,21057,Financing,00:00.0,EUR,93.5509,null,null,NotNetted,Amend,StockVsCashCollateral,59:00.0,StockLoanCloseStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,null,null,00000000000494109473,31:00.0,2,FI Financing,Europe/London,null,null,694559.04,InternalCounterparty,BCSL-PB-Jane Street,null,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,null,null,3MYKDR,null,null,null,null,ACHMEA 3 5/8 11/29/25,Debt,null,null,Verify,TRUE,XS2560411543,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,32:21.0,GBP,-602445.17,694559.04,700000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494098136,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,694559.04,694559.04,null,700000,700000,null,null,null,BP83QS5,ZYAFGB30XXX,0,EUR,694559.04,NetherlandsDebt,EUR,LU,Pending,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,700000,ICSDFI,Open,null,null,null,null,EscalatedToImminent,null,00:04.0,33:15.0,SWIFT Verification,59:59.0,27517,00:11.0,720_EMEA_FI_VERIF,Open,SWIFTVerification,null,21057,null,21057,Financing,00:00.0,EUR,99.22272,null,null,NotNetted,Amend,StockVsCashCollateral,59:00.0,StockLoanCloseStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,null,null,00000000000494109463,31:00.0,2,FI Financing,Europe/London,null,null,512998.98,InternalCounterparty,BCSL-PB-Jane Street,null,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,null,null,3MYKEH,null,null,null,null,BASGR 4 1/2 03/08/35,Debt,null,null,Verify,TRUE,XS2595418679,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,32:22.0,GBP,-444963.99,512998.98,500000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494099188,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,512998.98,512998.98,null,500000,500000,null,null,null,BQT54M7,ZYAFGB30XXX,0,EUR,512998.98,GermanyDebt,EUR,LU,Pending,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,500000,ICSDFI,Open,null,null,null,null,EscalatedToImminent,null,00:04.0,33:15.0,SWIFT Verification,59:59.0,27525,00:12.0,720_EMEA_FI_VERIF,Open,SWIFTVerification,null,21057,null,21057,Financing,00:00.0,EUR,102.599796,null,null,NotNetted,Amend,StockVsCashCollateral,59:00.0,StockLoanCloseStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,null,null,00000000000494109457,31:00.0,2,FI Financing,Europe/London,null,null,72885,InternalCounterparty,BCSL-PB-Jane Street,G4807DBB6,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,null,null,3MYKBZ,null,null,null,null,ICPLN 2 1/2 01/28/30,Debt,null,null,Verify,TRUE,XS2413672234,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,32:22.0,GBP,-63218.84,72885,100000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494098122,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,72885,72885,null,100000,100000,null,null,null,BMF7TY6,ZYAFGB30XXX,0,EUR,72885,UKDebt,EUR,LU,Pending,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,100000,ICSDFI,Open,null,null,null,null,EscalatedToImminent,null,00:04.0,33:15.0,SWIFT Verification,59:59.0,27514,00:10.0,720_EMEA_FI_VERIF,Open,SWIFTVerification,null,21057,null,21057,Financing,00:00.0,EUR,72.885,null,null,NotNetted,Amend,StockVsCashCollateral,59:00.0,StockLoanCloseStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,null,null,00000000000494109469,31:00.0,2,FI Financing,Europe/London,null,null,503087.3,InternalCounterparty,BCSL-PB-Jane Street,D9T638KH4,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,null,null,3MYKEO,null,null,null,null,VW 4 5/8 05/03/31,Debt,null,null,Verify,TRUE,XS2617457127,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,32:22.0,GBP,-436366.81,503087.3,500000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494098139,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,503087.3,503087.3,null,500000,500000,null,null,null,BQ84ZR7,ZYAFGB30XXX,0,EUR,503087.3,GermanyDebt,EUR,LU,Pending,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,500000,ICSDFI,Open,null,null,null,null,EscalatedToImminent,null,00:04.0,33:15.0,SWIFT Verification,59:59.0,27520,00:11.0,720_EMEA_FI_VERIF,Open,SWIFTVerification,null,21057,null,21057,Financing,00:00.0,EUR,100.61746,null,null,NotNetted,Amend,StockVsCashCollateral,59:00.0,StockLoanCloseStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,null,null,00000000000494109458,31:00.0,2,FI Financing,Europe/London,null,null,92247,InternalCounterparty,BCSL-PB-Jane Street,null,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,null,null,3MYKCR,null,null,null,null,TRGR 1 5/8 04/06/27,Debt,null,null,Verify,TRUE,XS2466172363,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,32:21.0,GBP,-80013.01,92247,100000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494098129,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,92247,92247,null,100000,100000,null,null,null,BJLTVP0,ZYAFGB30XXX,0,EUR,92247,NetherlandsDebt,EUR,LU,Pending,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,100000,ICSDFI,Open,null,null,null,null,EscalatedToImminent,null,00:04.0,33:14.0,SWIFT Verification,59:59.0,27508,00:09.0,720_EMEA_FI_VERIF,Open,SWIFTVerification,null,21057,null,21057,Financing,00:00.0,EUR,92.247,null,null,NotNetted,Amend,StockVsCashCollateral,59:00.0,StockLoanCloseStockAndCashMovement,null,by SYS,null,00:00.0
null,null,null,ARTS 1,ARTS 1,00000000000344297746,20:52.0,1,Cash Business,Europe/London,null,null,38170085.95,InternalCounterparty,BCINC-BCIN,880451AS8,USD,null,null,null,null,null,Deliver,Barclays Bank PLC,null,null,null,1YRYHF,null,null,null,TRIPARTY,KMI 7 03/15/27,Debt,null,null,STP,TRUE,US880451AS80,null,null,null,TRUE,null,null,null,Unmatched,22:25.0,GBP,31681171.34,38170085.95,25025000,Delivery,FISS,The Bank of New York,707855,The Bank of New York,8900344806,00000000000344289505,null,000001030745/S05468885,000008452482,C001/100002228232,000001030745/S05468885,000008506057,C001/100002379761,null,38170085.95,37529991.1,null,25025000,25025000,null,null,null,2689667,ZYAFGB30XXX,0,USD,38170085.95,USDebt,USD,US,Pending,DVP,null,TransactionSettlementType,Deliver,null,null,null,null,null,null,null,null,25025000,MSODTC707855,Open,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,The Depository Trust,DTC 7256,The Depository Trust,DTC 7256,Financing,00:00.0,USD,149.9699944,null,null,NotNetted,New,NoneNoSubTranType,38:00.0,ReverseRepoCloseStockAndCashMovement,null,by FISS,null,00:00.0
null,null,null,Repo MTM 94845,Repo MTM 94845,00000000000366969632,49:14.0,1,FI Financing,Europe/London,null,null,null,ExternalCounterparty,Citibank-Omnibus ALD,null,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,null,null,2FSVBZ,null,null,null,null,NWG 0 3/4 11/15/25,Debt,null,null,STP,TRUE,XS2080205367,null,null,null,TRUE,null,FI-ICSD,null,Unmatched,50:49.0,null,null,null,900000,Delivery,FISS,Clearstream (CSD),34797,null,null,00000000000366920270,null,null,null,null,000000759662/S05392686,000000743766,C001/100002032758,null,null,848428.47,null,900000,900000,null,null,null,BK9XM70,ZYAFGB30XXX,0,EUR,null,UKDebt,EUR,LU,Pending,FOP,null,TransactionSettlementType,Deliver,null,null,null,null,null,null,null,null,900000,ICSDFI,Open,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20101,null,null,Financing,00:00.0,EUR,1,null,null,StockOnly,New,StockVsFee,19:00.0,StockBorrowCloseStockOnlyMovement,null,by FISS,null,00:00.0
null,null,null,Repo MTM 94845,Repo MTM 94845,00000000000366982695,13:33.0,1,FI Financing,Europe/London,null,null,null,ExternalCounterparty,Citibank-Omnibus ALD,null,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,null,null,2FWGOL,null,null,null,null,NWG 0 3/4 11/15/25,Debt,null,null,STP,TRUE,XS2080205367,null,null,null,TRUE,null,FI-ICSD,null,Unmatched,15:01.0,null,null,null,900000,Delivery,FISS,Clearstream (CSD),34797,null,null,00000000000366924327,null,null,null,null,000000759662/S05392686,000000743766,C001/100002032758,null,null,848428.47,null,900000,900000,null,null,null,BK9XM70,ZYAFGB30XXX,0,EUR,null,UKDebt,EUR,LU,Pending,FOP,null,TransactionSettlementType,Deliver,null,null,null,null,null,null,null,null,900000,ICSDFI,Open,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20101,null,null,Financing,00:00.0,EUR,1,null,EWA,StockOnly,New,StockVsFee,02:00.0,StockBorrowCloseStockOnlyMovement,null,by FISS,null,00:00.0
null,null,null,14946 Banking_Repo MTM,14946 Banking_Repo M,00000000000387325778,02:39.0,1,Financing Business,Europe/London,null,null,855242.7,ExternalCounterparty,HSBC Continental Eur,E8922AHJ2,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,null,null,2LJUIB,null,null,null,null,SPGB 1.85 07/30/35,Debt,null,null,STP,TRUE,ES0000012E69,null,null,null,TRUE,null,FI-EMEA Domestic,null,Unmatched,15:53.0,GBP,757455.23,855242.7,1000000,Delivery,FISS,null,3061000000,null,CFREURBPLCFRPPXXX,00000000000387324453,null,000000788828/S05445732,000009061197,C001/100007979693,000000788828/S05445732,000000743181,C001/100002651021,IBRCESMM,855242.7,839728.68,null,1000000,1000000,null,null,null,BJBLGH3,ZYAFGB30XXX,0,EUR,855242.7,SpainDebt,EUR,null,Pending,DVP,null,TransactionSettlementType,Deliver,null,null,null,null,null,null,null,null,1000000,DOMFI,Open,null,null,AP00387325778Q1,null,null,null,null,null,null,null,null,null,null,null,null,HSBC Continental Eur,883825,HSBC Continental Eur,883825,Financing,00:00.0,EUR,84.87727548,null,null,NotNetted,New,null,11:00.0,BuySellBackCloseMovement,null,by FISS,null,00:00.0
null,null,null,Repo MTM 94845,Repo MTM 94845,00000000000387411236,17:26.0,1,FI Financing,Europe/London,null,null,null,ExternalCounterparty,TNTC-Nth Tst Co-Tri,E11805PZ0,EUR,null,null,null,null,null,Deliver,Barclays Bank PLC,FI,null,null,2LDORC,null,null,null,TRIPARTY,BBVASM 3 1/2 02/10/27,Debt,null,null,STP,TRUE,XS1562614831,null,null,null,TRUE,null,FI-EMEA Domestic,null,Unmatched,18:54.0,null,null,null,800000,Delivery,FISS,null,94848,null,null,00000000000387403122,null,null,null,null,000000997280/S03028275,000000743759,C001/100002070907,null,null,773247.6,null,800000,800000,null,null,null,BD89B62,MGTCBEBEECL,0,EUR,null,SpainDebt,EUR,null,Pending,FOP,null,TradeSettlementTypeSuppressed,Deliver,null,null,null,null,null,null,null,null,800000,ICSDFI,Open,null,null,FISS1102890761,null,null,null,null,null,null,null,null,null,null,null,null,null,29746,null,null,Financing,00:00.0,EUR,1,null,EWA,StockOnly,New,StockVsFee,09:00.0,StockBorrowCloseStockOnlyMovement,null,by FISS,null,00:00.0
null,null,iRepo,null,null,00000000000494109472,31:00.0,2,FI Financing,Europe/London,null,null,515966.1,InternalCounterparty,BCSL-PB-Jane Street,null,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,null,null,3MYKEG,null,null,null,null,BASGR 4 1/4 03/08/32,Debt,null,null,Verify,TRUE,XS2595418596,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,32:21.0,GBP,-447537.6,515966.1,500000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494098137,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,515966.1,515966.1,null,500000,500000,null,null,null,BQQ7X85,ZYAFGB30XXX,0,EUR,515966.1,GermanyDebt,EUR,LU,Pending,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,500000,ICSDFI,Open,null,null,null,null,EscalatedToImminent,null,00:04.0,33:15.0,SWIFT Verification,59:59.0,27524,00:12.0,720_EMEA_FI_VERIF,Open,SWIFTVerification,null,21057,null,21057,Financing,00:00.0,EUR,103.19322,null,null,NotNetted,Amend,StockVsCashCollateral,59:00.0,StockLoanCloseStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,null,null,00000000000494109466,31:00.0,2,FI Financing,Europe/London,null,null,100689.94,InternalCounterparty,BCSL-PB-Jane Street,null,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,null,null,3MYKEJ,null,null,null,null,PNORA 4 1/2 04/10/28,Debt,null,null,Verify,TRUE,XS2596599147,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,32:22.0,GBP,-87336.23,100689.94,100000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494100161,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,100689.94,100689.94,null,100000,100000,null,null,null,BPXXK66,ZYAFGB30XXX,0,EUR,100689.94,DenmarkDebt,EUR,LU,Pending,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,100000,ICSDFI,Open,null,null,null,null,EscalatedToImminent,null,00:04.0,33:15.0,SWIFT Verification,59:59.0,27516,00:10.0,720_EMEA_FI_VERIF,Open,SWIFTVerification,null,21057,null,21057,Financing,00:00.0,EUR,100.68994,null,null,NotNetted,Amend,StockVsCashCollateral,59:00.0,StockLoanCloseStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,null,null,00000000000494109461,31:00.0,2,FI Financing,Europe/London,null,null,100469.04,InternalCounterparty,BCSL-PB-Jane Street,null,EUR,null,null,null,null,null,Receive,Barclays Bank PLC,FI,null,null,3MYKES,null,null,null,null,BAYNGR 4 08/26/26,Debt,null,null,Verify,TRUE,XS2630111982,null,TRUE,null,TRUE,null,FI-ICSD,null,Unmatched,32:21.0,GBP,-87144.63,100469.04,100000,Receipt,FISS,Clearstream (CSD),34797,Clearstream Banking,34797,00000000000494099195,null,000000752936/S02301552,000008525491,C001/100002032762,000000752936/S02301552,000000743766,C001/100002032758,null,100469.04,100469.04,null,100000,100000,null,null,null,BMTYHQ1,ZYAFGB30XXX,0,EUR,100469.04,GermanyDebt,EUR,LU,Pending,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,100000,ICSDFI,Open,null,null,null,null,EscalatedToImminent,null,00:04.0,33:14.0,SWIFT Verification,59:59.0,27507,00:09.0,720_EMEA_FI_VERIF,Open,SWIFTVerification,null,21057,null,21057,Financing,00:00.0,EUR,100.46904,null,null,NotNetted,Amend,StockVsCashCollateral,59:00.0,StockLoanCloseStockAndCashMovement,null,by SYS,null,00:00.0
null,null,iRepo,CEE Local MTM,CEE Local MTM,00000000000494110860,14:36.0,1,Cash Business,Europe/London,null,null,105000000,ExternalCounterparty,HSBC Bank PLC,null,CZK,null,null,null,null,null,Receive,Barclays Bank PLC,EQ,null,null,J3000000,null,null,null,null,CZGB 2 1/2 08/25/28,Debt,null,null,STP,TRUE,CZ0001003859,null,null,null,TRUE,null,Emerging,null,Unmatched,20:46.0,GBP,-3728587.26,105000000,100000000,Receipt,FISS,Citibank Europe Plc,0090014773,Citibank Europe Plc,1012350109,00000000000494109854,null,000000801164/S01961983,000008453214,C001/100002050377,000000801164/S01961983,000000743066,C001/100002050375,null,105000000,105000000,null,100000000,100000000,null,null,null,B906X90,UNIYCZPP,0,CZK,105000000,CzechRepublicDebt,CZK,CZ,Failing,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,100000000,DOMFI,Open,null,null,null,AP00494110860Q1,null,null,null,null,null,null,null,null,null,null,null,Ceskoslovenska Obcho,2030-0766518583,Ceskoslovenska Obcho,2030-0766518583,Financing,00:00.0,CZK,105,null,NCD,NotNetted,New,NoneNoSubTranType,00:00.0,RepoCloseStockAndCashMovement,null,by FISS,null,00:00.0
null,null,null,null,null,00000000000494109861,28:13.0,1,Depo Transfers,Europe/London,null,null,null,InternalCounterparty,BCSL-BC Exch,L7910N720,USD,null,null,null,null,null,Receive,BarCap Secs-Client,EQ,null,null,600000046,null,null,null,"FromCountry-GB, ToCountry-LU broker:599172 brokername:BC-EXCHANGE - ICSD MODEL",X US TREASURIES 13 1,Equity,null,null,STP,TRUE,LU0429458895,null,null,null,TRUE,null,Euroclear (CSD),null,Unmatched,35:49.0,null,null,null,2812,Receipt,GOS,Euroclear (CSD),16748,null,null,null,null,null,null,null,000000742260/100002055580,000000743816,S006/100002161318,null,null,0,null,2812,2812,null,null,null,B445WG8,ZYAFGB30XXX,0,USD,null,UKEquity,USD,BE,Failing,FOP,null,ExchangeMove,Receive,null,null,null,null,null,null,null,null,2812,ECLREQ,Open,null,null,null,AP00494109861Q1,null,null,null,null,null,null,null,null,null,null,null,Euroclear (CSD),22111,null,null,Transfer,00:00.0,USD,0,ExchangeMove,null,NotNetted,New,MarginBalance,27:55.0,ExternalTransferStck,null,by GOS,null,00:00.0
null,null,Memphis,null,null,00000000000494109858,17:29.0,1,PB,Europe/London,null,null,0,null,null,G61188127,USD,null,null,null,null,null,Receive,Barclays PLC-Client,EQ,0,null,600000044,12/13/2023,12/13/2023,12/13/2023,null,LIBERTY GLOBAL LTC,Equity,null,null,STP,TRUE,BMG611881274,null,null,null,TRUE,null,USA,null,Settled,41:23.0,GBP,-117241.35,0,0,Buy,GOS,The Bank of New York,444823,The Bank of New York,8900419628,null,PrimeBrokerageSideDoneAway,000000749894/100001605709,000008446017,S001/100002228138,000000749894/100001605709,000000743434,S001/100002228085,null,147882.63,147882.63,null,8759,8759,null,null,null,BS71BR5,ZYAFGB30XXX,147882.63,USD,147882.63,USEquity,USD,US,Settled,DVP,null,TransactionSettlementType,Receive,null,null,null,null,null,null,null,null,0,MSODTC,Settled,null,null,null,AP00494109858Q1,null,null,null,null,null,null,null,null,null,null,null,Instinet LLC,DETS,Instinet LLC,DETS,Outright,00:00.0,USD,16.880131,null,null,NotNetted,New,MarginBalance,16:47.0,Principal,null,by GOS,null,00:00.0
null,null,Global One,Stock Borrow Loan London,SL London,00000000000494110870,23:48.0,1,Equity Financing,Europe/London,null,null,null,ExternalCounterparty,OMNIBUS BONY Stock L,E41222113,EUR,null,null,null,null,null,Receive,BarCap Secs Ltd (UK),EQ,0,null,473700379,null,12/13/2023,12/13/2023,null,ENESA SA,Equity,null,null,STP,TRUE,ES0130670112,null,null,null,TRUE,null,CREST,null,Settled,42:24.0,null,null,null,0,Receipt,GOS,Citibank Europe PLC,4433349673,null,null,00000000000494109859,null,null,null,null,000002268178/100009317601,000000743631,C006/100002651375,IBRCESMM,null,85695.12,null,4164,4164,null,null,null,5271782,IBRCESMM,0,EUR,null,SpainEquity,USD,IE,Settled,FOP,null,SBRPOpenMovement,Receive,null,null,null,null,null,null,null,null,0,EMEAEQ,Settled,null,null,null,AP00494110870Q1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Financing,00:00.0,USD,20.58,null,null,StockOnly,New,StockVsFee,38:21.0,StockBorrowOpenStockOnlyMovement,null,by GOS,null,00:00.0
null,null,iRepo,CEE Local MTM,CEE Local MTM,00000000000494110856,14:03.0,1,Cash Business,Europe/London,null,null,0,ExternalCounterparty,HSBC Bank PLC,null,CZK,null,null,null,null,null,Deliver,Barclays Bank PLC,EQ,0,null,J3000000,12/13/2023,12/13/2023,12/13/2023,null,CZGB 2 1/2 08/25/28,Debt,null,null,STP,TRUE,CZ0001003859,null,null,null,TRUE,null,Emerging,null,Settled,45:04.0,GBP,3728587.26,0,0,Delivery,FISS,Citibank Europe Plc,0090014773,Citibank Europe Plc,1012350109,00000000000494109854,null,000000801164/S01961983,000008453214,C001/100002050377,000000801164/S01961983,000000743066,C001/100002050375,null,105000000,105000000,null,100000000,100000000,null,null,null,B906X90,UNIYCZPP,0,CZK,105000000,CzechRepublicDebt,CZK,CZ,Settled,DVP,null,TransactionSettlementType,Deliver,null,null,null,null,null,null,null,null,0,DOMFI,Settled,null,null,AP00494110856Q1,null,null,null,null,null,null,null,null,null,null,null,null,Ceskoslovenska Obcho,2030-0766518583,Ceskoslovenska Obcho,2030-0766518583,Financing,00:00.0,CZK,105,null,NCD,NotNetted,New,NoneNoSubTranType,00:00.0,RepoOpenStockAndCashMovement,null,by FISS,null,00:00.0
null,null,Global One,Stock Borrow Loan BBPLC,SL BBPLC,00000000000494110875,08:08.0,1,Equity Financing,Europe/London,null,null,null,InternalCounterparty,Barclays Capital Sec,462222100,USD,null,null,null,null,null,Deliver,Barclays Bank PLC,EQ,null,null,387495162A:2,null,null,null,null,IONIS PHARMACEUTICALS INC,Equity,null,null,Verify,TRUE,US4622221004,null,null,null,TRUE,null,USA,null,Unmatched,31:05.0,null,null,null,1010,Delivery,GOS,The Bank of New York,091078,null,null,00000000000494109862,FirmSideDoneWithOrGroup,null,null,null,000000759198/100001598927,null,C001/100002228058,null,null,54753.62,null,1010,1010,null,null,null,BDJ0LS6,ZYAFGB30XXX,0,USD,null,USEquity,USD,US,Failed,FOP,null,TransactionSettlementType,Deliver,null,null,null,null,null,null,null,null,1010,null,Failed,null,null,AP00494110875Q1,null,Closed,null,23:10.0,09:59.0,SWIFT Verification,59:59.0,27573,23:11.0,720_UNALLOC_VERIF,Closed,SWIFTVerification,The Bank of New York,091075,null,null,Financing,00:00.0,USD,54.211505,Orphan,null,StockOnly,New,StockVsFee,47:04.0,StockBorrowCloseStockOnlyMovement,null,by GOS,null,00:00.0
null,null,iRepo,null,null,00000000000494110903,13:53.0,1,Financing,Europe/London,null,null,null,ExternalCounterparty,Bond Tracker Fund,null,GBP,null,null,null,null,null,Receive,Barclays Bank PLC,FI,null,null,3NWTFV,null,null,null,TRIPARTY,null,null,null,null,STP,TRUE,null,null,null,null,TRUE,null,FI-ICSD,null,Unmatched,20:35.0,null,null,null,2000000,Receipt,FISS,Clearstream (CSD),34797,null,null,00000000000494109868,null,null,null,null,000008428856/S06974109,000000743766,C001/100002032758,null,null,2336481.04,null,2000000,2000000,null,null,null,null,ZYAFGB30XXX,0,GBP,null,USDebt,GBP,LU,Failing,FOP,null,SBRPOpenMovement,Receive,null,null,null,null,null,null,null,null,2000000,ICSDFI,Open,null,null,null,AP00494110903Q1,null,null,null,null,null,null,null,null,null,null,null,null,74914,null,null,Financing,00:00.0,GBP,116.824052,null,null,StockOnly,New,StockVsFee,39:00.0,StockBorrowOpenStockOnlyMovement,null,by FISS,null,00:00.0
